,first_name,last_name,pesel,address,phone_number,email,disease,place
942,Agnieszka,Kazimierczyk,18585263959,"Gdańsk, ul. Wały Jagiellońskie 26",32 814 00 74,gabryszakblazej@example.com,cukrzyca,Miła Przychodnia
943,Oskar,Sutor,60141690613,"Gdańsk, ul. Długa 111",788 893 184,mariusz67@example.net,nowotwór,Centrum Medyczne
944,Jędrzej,Symonowicz,16278482927,"Gdańsk, ul. Kartuska 141",+48 736 086 506,tola63@example.org,nadciśnienie,Miła Przychodnia
945,Oskar,Łyjak,47524099104,"Gdańsk, ul. Podwale Staromiejskie 64",+48 579 692 517,vkulisz@example.net,cukrzyca,OpoMed
946,Arkadiusz,Szymańczak,10789029577,"Gdańsk, ul. Mariacka 79",780 197 434,alexmelaniuk@example.com,nowotwór,Centrum Medyczne
947,Aleksander,Zbylut,56721364384,"Gdańsk, ul. Mariacka 110",+48 32 488 97 47,holas@example.com,nadciśnienie,NZOZ Glińskiego
948,Krzysztof,Piaseczna,65769622425,"Gdańsk, ul. Świętojańska 91",+48 32 797 23 62,sgrzesiek@example.net,astma,Miła Przychodnia
949,Elżbieta,Kołodziejak,45023695432,"Gdańsk, ul. Świętojańska 55",+48 535 121 481,rozaliatryc@example.org,nowotwór,Poradania rodzinna
950,Anita,Łapot,74968585089,"Gdańsk, ul. Wały Jagiellońskie 68",573 192 872,qgajownik@example.org,nowotwór,NZOZ Glińskiego
951,Radosław,Noculak,22113804142,"Gdańsk, ul. Wały Jagiellońskie 130",+48 502 677 230,julianmacha@example.org,reumatyzm,Centrum Medyczne
952,Konstanty,Polnik,82337224136,"Gdańsk, ul. Długa 66",501 738 194,smagaczjeremi@example.org,choroba serca,NZOZ Glińskiego
953,Tomasz,Masiak,41767931648,"Gdańsk, ul. Podwale Staromiejskie 137",22 847 85 88,karol06@example.net,reumatyzm,NZOZ Glińskiego
954,Agnieszka,Reszke,47138782006,"Gdańsk, ul. Kartuska 142",+48 694 471 904,dziubaniwo@example.net,grypa,Poradania rodzinna
955,Olga,Kluczyk,72461139125,"Gdańsk, ul. Podwale Staromiejskie 145",+48 889 527 024,nhnat@example.org,astma,Centrum Medyczne
956,Mariusz,Grądziel,64490867107,"Gdańsk, ul. Mariacka 22",888 868 032,bartek87@example.org,nowotwór,Centrum Medyczne
957,Marianna,Prostak,43045944059,"Gdańsk, ul. Długa 89",786 328 706,ubogusiewicz@example.net,grypa,Centrum Medyczne
958,Liwia,Spychaj,85095785917,"Gdańsk, ul. Podwale Staromiejskie 121",+48 22 061 05 04,ziecikjedrzej@example.net,nowotwór,Poradania rodzinna
959,Szymon,Kleina,86643467481,"Gdańsk, ul. Kartuska 53",+48 515 530 764,rkapcia@example.net,astma,Miła Przychodnia
960,Tymon,Fedak,25560289664,"Gdańsk, ul. Długa 42",+48 731 517 197,zapadkakazimierz@example.net,nowotwór,NZOZ Glińskiego
961,Józef,Gołota,88553497445,"Gdańsk, ul. Mariacka 68",+48 788 821 743,gsypek@example.org,cukrzyca,Medovec
962,Kaja,Płocharczyk,95287640853,"Gdańsk, ul. Wały Jagiellońskie 7",+48 887 633 803,nagelwojciech@example.com,zapalenie płuc,Medovec
963,Emil,Kijanka,16131511420,"Gdańsk, ul. Wały Jagiellońskie 68",+48 724 367 714,skobel@example.com,nowotwór,OpoMed
964,Maks,Koterba,2696497854,"Gdańsk, ul. Długa 149",+48 796 045 632,postawatymon@example.net,nadciśnienie,NZOZ Glińskiego
965,Bianka,Ciuk,6538931934,"Gdańsk, ul. Świętojańska 49",+48 604 559 146,dstochaj@example.com,choroba serca,Medovec
966,Juliusz,Karkocha,34580330954,"Gdańsk, ul. Wały Jagiellońskie 149",22 030 69 52,joskoroksana@example.net,nadciśnienie,Medovec
967,Nela,Wichary,87546642228,"Gdańsk, ul. Podwale Staromiejskie 144",+48 793 466 700,kacpermendyka@example.com,reumatyzm,Poradania rodzinna
968,Hubert,Bronka,67155296591,"Gdańsk, ul. Wały Jagiellońskie 44",+48 32 760 35 10,karolwyciszkiewicz@example.com,nadciśnienie,OpoMed
969,Stanisław,Chabior,78130873652,"Gdańsk, ul. Długa 56",+48 576 399 659,cyganikjeremi@example.net,nowotwór,Miła Przychodnia
970,Cezary,Szajna,43316002189,"Gdańsk, ul. Kartuska 115",32 439 14 08,przemyslawgolus@example.org,choroba serca,NZOZ Glińskiego
971,Klara,Szymków,33449641957,"Gdańsk, ul. Długa 67",+48 694 270 276,kacperraba@example.org,nowotwór,NZOZ Glińskiego
972,Kazimierz,Drygas,61128484437,"Gdańsk, ul. Podwale Staromiejskie 75",+48 729 156 470,albertnazarko@example.com,astma,NZOZ Glińskiego
973,Ksawery,Fijałek,59046642560,"Gdańsk, ul. Mariacka 143",+48 576 278 692,apoloniakurcz@example.org,zapalenie płuc,Poradania rodzinna
974,Józef,Laszkiewicz,41859430406,"Gdańsk, ul. Podwale Staromiejskie 85",535 057 235,mateusz63@example.com,zapalenie płuc,OpoMed
975,Oskar,Zapaśnik,9468868912,"Gdańsk, ul. Mariacka 44",692 541 486,hancryszard@example.net,astma,Medovec
976,Sara,Włodarz,88475158868,"Gdańsk, ul. Długa 116",+48 721 724 122,fornalikmalwina@example.org,choroba serca,Medovec
977,Kaja,Sidorczuk,36791637002,"Gdańsk, ul. Długa 3",538 406 355,imakulec@example.com,zapalenie płuc,OpoMed
978,Olga,Parus,43754445408,"Gdańsk, ul. Długa 38",726 843 249,nicole64@example.net,choroba serca,Miła Przychodnia
979,Krystian,Herda,28900190835,"Gdańsk, ul. Wały Jagiellońskie 12",+48 534 877 340,prawdzikrobert@example.com,nadciśnienie,NZOZ Glińskiego
980,Ewelina,Jaszcz,64766379562,"Gdańsk, ul. Wały Jagiellońskie 39",+48 792 361 529,nelarutowicz@example.net,zapalenie płuc,Poradania rodzinna
981,Natasza,Witos,19550767491,"Gdańsk, ul. Wały Jagiellońskie 47",+48 22 607 36 73,dawidgodyn@example.com,nadciśnienie,Medovec
982,Mariusz,Cyba,4676963338,"Gdańsk, ul. Podwale Staromiejskie 122",+48 725 771 169,teclawkonrad@example.com,cukrzyca,Medovec
983,Róża,Siemieniec,10441338351,"Gdańsk, ul. Mariacka 66",578 500 400,bjajko@example.net,nadciśnienie,Miła Przychodnia
984,Mariusz,Jasica,34612672750,"Gdańsk, ul. Kartuska 95",668 925 721,tfrankow@example.com,choroba serca,Miła Przychodnia
985,Fabian,Ośko,15928184702,"Gdańsk, ul. Podwale Staromiejskie 124",736 695 623,kajetankowaluk@example.com,nowotwór,Poradania rodzinna
986,Sandra,Miętka,81384487233,"Gdańsk, ul. Podwale Staromiejskie 6",22 549 91 48,grzegorzsmagacz@example.org,nadciśnienie,Medovec
987,Kalina,Jakóbiak,48005836850,"Gdańsk, ul. Kartuska 82",882 103 296,niemiraalbert@example.org,choroba serca,Miła Przychodnia
988,Krzysztof,Opoka,37880647115,"Gdańsk, ul. Świętojańska 92",+48 508 394 396,iczosnyka@example.org,nowotwór,Poradania rodzinna
989,Mateusz,Ciężka,14325510237,"Gdańsk, ul. Podwale Staromiejskie 66",+48 530 074 748,tola08@example.com,cukrzyca,NZOZ Glińskiego
990,Jan,Roch,37701866253,"Gdańsk, ul. Wały Jagiellońskie 149",571 862 073,jozefchowaniak@example.net,reumatyzm,Centrum Medyczne
991,Tola,Koronkiewicz,47436337745,"Gdańsk, ul. Mariacka 23",32 059 38 59,ewa23@example.net,zapalenie płuc,Centrum Medyczne
992,Maciej,Stępak,41462237055,"Gdańsk, ul. Długa 80",+48 724 810 807,rlelonek@example.com,astma,Centrum Medyczne
993,Nikodem,Kosałka,43780085457,"Gdańsk, ul. Mariacka 51",22 803 44 28,husakroksana@example.org,nadciśnienie,Centrum Medyczne
994,Cyprian,Białczyk,1492862645,"Gdańsk, ul. Podwale Staromiejskie 102",+48 669 637 696,windakaniela@example.com,astma,Miła Przychodnia
995,Stanisław,Kubrak,48151406914,"Gdańsk, ul. Świętojańska 86",510 459 045,dorota06@example.org,cukrzyca,Centrum Medyczne
996,Jędrzej,Dawidek,63311411680,"Gdańsk, ul. Świętojańska 65",+48 781 595 245,olgierd56@example.net,choroba serca,Centrum Medyczne
997,Marika,Startek,94853714701,"Gdańsk, ul. Mariacka 86",508 235 074,oskardziechciarz@example.com,nadciśnienie,Medovec
998,Tymon,Żach,37434858726,"Gdańsk, ul. Długa 141",+48 576 422 792,kazimierz60@example.org,nowotwór,Miła Przychodnia
999,Eliza,Broś,80756779932,"Gdańsk, ul. Wały Jagiellońskie 66",573 994 021,przekwasrafal@example.org,grypa,Miła Przychodnia
1000,Radosław,Machniak,55696595201,"Gdańsk, ul. Świętojańska 136",797 051 324,bartek31@example.org,nowotwór,NZOZ Glińskiego
1001,Fryderyk,Cyman,60621752877,"Gdańsk, ul. Kartuska 149",530 554 884,mateuszlesner@example.org,nadciśnienie,Poradania rodzinna
1002,Sonia,Kus,14331092153,"Gdańsk, ul. Mariacka 26",+48 722 073 032,eszyma@example.org,nowotwór,NZOZ Glińskiego
1003,Oskar,Zawiasa,71259913346,"Gdańsk, ul. Świętojańska 10",+48 512 494 152,omaciuszek@example.org,astma,Miła Przychodnia
1004,Nataniel,Gwara,12652471558,"Gdańsk, ul. Kartuska 11",+48 579 121 290,ewagortat@example.net,cukrzyca,Miła Przychodnia
1005,Malwina,Działak,74734946890,"Gdańsk, ul. Wały Jagiellońskie 74",+48 669 766 337,elizafiolek@example.com,astma,Miła Przychodnia
1006,Marcel,Szajek,79107502266,"Gdańsk, ul. Długa 68",663 589 287,fiolekksawery@example.com,reumatyzm,Medovec
1007,Kornelia,Młynarz,2674247332,"Gdańsk, ul. Podwale Staromiejskie 98",728 518 647,madejczykalex@example.net,astma,NZOZ Glińskiego
1008,Adrianna,Bieszke,92300001959,"Gdańsk, ul. Wały Jagiellońskie 22",507 906 712,filip82@example.net,choroba serca,OpoMed
1009,Józef,Siara,9968446681,"Gdańsk, ul. Wały Jagiellońskie 118",782 472 863,siejakryszard@example.org,nowotwór,Medovec
1010,Hubert,Nastaj,62674400,"Gdańsk, ul. Długa 83",511 125 611,lzaniewicz@example.org,cukrzyca,NZOZ Glińskiego
1011,Aurelia,Jerzyk,38343258603,"Gdańsk, ul. Podwale Staromiejskie 40",576 239 756,lbrzakala@example.com,nowotwór,Medovec
1012,Aniela,Jodko,25064725212,"Gdańsk, ul. Podwale Staromiejskie 88",32 113 78 44,mikolaj12@example.com,zapalenie płuc,Medovec
1013,Leonard,Piórek,77023716081,"Gdańsk, ul. Mariacka 2",+48 507 451 396,oliwier64@example.org,nowotwór,Medovec
1014,Michał,Rycerz,53451094985,"Gdańsk, ul. Kartuska 135",+48 722 725 294,bladekroksana@example.com,grypa,Miła Przychodnia
1015,Jeremi,Duczmal,74323899166,"Gdańsk, ul. Świętojańska 119",+48 510 683 013,tymonkusek@example.net,nadciśnienie,OpoMed
1016,Wojciech,Plona,58169081946,"Gdańsk, ul. Długa 29",735 510 344,artur56@example.net,reumatyzm,Poradania rodzinna
1017,Kornel,Stojak,98230428126,"Gdańsk, ul. Podwale Staromiejskie 24",+48 731 006 277,aleks03@example.org,choroba serca,NZOZ Glińskiego
1018,Sebastian,Kułach,14853242236,"Gdańsk, ul. Długa 36",+48 575 397 403,szarpakemil@example.com,astma,Miła Przychodnia
1019,Konrad,Andrukiewicz,56523001293,"Gdańsk, ul. Mariacka 20",+48 665 512 303,miloszjuskiewicz@example.net,nowotwór,Miła Przychodnia
1020,Ewelina,Orwat,61681947094,"Gdańsk, ul. Wały Jagiellońskie 31",+48 725 269 751,tymoteuszmajorek@example.org,reumatyzm,Poradania rodzinna
1021,Agnieszka,Biernacik,62642924831,"Gdańsk, ul. Świętojańska 83",602 532 294,sbosek@example.org,astma,Miła Przychodnia
1022,Kajetan,Słysz,8677342322,"Gdańsk, ul. Świętojańska 54",+48 602 516 923,maciejbabol@example.net,cukrzyca,Medovec
1023,Roksana,Siara,17780332629,"Gdańsk, ul. Mariacka 143",516 187 069,alex21@example.com,astma,Poradania rodzinna
1024,Marika,Koćwin,33816767994,"Gdańsk, ul. Wały Jagiellońskie 6",22 094 33 57,cogielwojciech@example.net,zapalenie płuc,Miła Przychodnia
1025,Cyprian,Czupryna,90193903010,"Gdańsk, ul. Długa 122",+48 697 070 281,ggozdur@example.net,nowotwór,NZOZ Glińskiego
1026,Jerzy,Czapiga,90522968077,"Gdańsk, ul. Wały Jagiellońskie 1",723 141 738,oskrobaaleks@example.org,reumatyzm,Miła Przychodnia
1027,Nataniel,Grzelec,20376407061,"Gdańsk, ul. Podwale Staromiejskie 18",+48 513 274 583,abobik@example.net,nadciśnienie,Centrum Medyczne
1028,Bianka,Majos,91960952381,"Gdańsk, ul. Mariacka 24",782 063 866,kupiduramieszko@example.org,astma,Miła Przychodnia
1029,Elżbieta,Kabala,64144606972,"Gdańsk, ul. Mariacka 32",781 515 733,uwawrzonek@example.org,zapalenie płuc,Centrum Medyczne
1030,Kamila,Trybała,81670114162,"Gdańsk, ul. Świętojańska 148",727 984 623,emilbeck@example.org,nowotwór,Miła Przychodnia
1031,Sara,Kurzac,51028540957,"Gdańsk, ul. Świętojańska 68",+48 576 701 970,zmartin@example.net,zapalenie płuc,NZOZ Glińskiego
1032,Mateusz,Nieroda,2472826751,"Gdańsk, ul. Podwale Staromiejskie 30",+48 515 137 966,adam57@example.org,astma,Miła Przychodnia
1033,Marcel,Herok,61345904877,"Gdańsk, ul. Kartuska 11",32 714 77 48,liwiazubel@example.com,zapalenie płuc,OpoMed
1034,Dorota,Chachuła,66511810481,"Gdańsk, ul. Kartuska 131",889 501 346,tobiaszzyto@example.com,cukrzyca,NZOZ Glińskiego
1035,Tomasz,Lalak,10033646864,"Gdańsk, ul. Mariacka 143",+48 532 508 498,eliaskamila@example.org,cukrzyca,Centrum Medyczne
1036,Marek,Żelazo,78808990619,"Gdańsk, ul. Kartuska 110",32 308 90 76,ssalawa@example.net,astma,Medovec
1037,Julianna,Szlufik,40072745314,"Gdańsk, ul. Długa 77",+48 514 521 552,lukasz01@example.org,reumatyzm,NZOZ Glińskiego
1038,Dominik,Ostręga,85551039084,"Gdańsk, ul. Wały Jagiellońskie 149",+48 32 055 12 24,jratka@example.org,zapalenie płuc,NZOZ Glińskiego
1039,Konrad,Sadlik,9189326835,"Gdańsk, ul. Długa 50",538 566 724,jacek04@example.org,nadciśnienie,OpoMed
1040,Marianna,Krochmal,30557144459,"Gdańsk, ul. Podwale Staromiejskie 54",516 621 586,kornelia43@example.org,grypa,OpoMed
1041,Ksawery,Mila,80019646494,"Gdańsk, ul. Wały Jagiellońskie 52",+48 736 569 660,kcogiel@example.net,nowotwór,Poradania rodzinna
1042,Róża,Muzyk,90294388579,"Gdańsk, ul. Mariacka 23",+48 781 334 556,ingacis@example.net,nadciśnienie,Medovec
1043,Inga,Szlęk,36340765744,"Gdańsk, ul. Kartuska 37",+48 731 526 106,chaberekkrystyna@example.org,cukrzyca,Centrum Medyczne
1044,Krystyna,Wenda,54219062809,"Gdańsk, ul. Mariacka 52",+48 723 450 466,albertbusko@example.org,nowotwór,Centrum Medyczne
1045,Nela,Mironiuk,71956848295,"Gdańsk, ul. Mariacka 32",660 292 403,zzolkiewicz@example.net,zapalenie płuc,Miła Przychodnia
1046,Ignacy,Wlizło,29732818289,"Gdańsk, ul. Długa 135",785 052 275,malwina75@example.org,grypa,OpoMed
1047,Radosław,Pieczyrak,22688496529,"Gdańsk, ul. Kartuska 92",507 793 902,wyskieljulita@example.net,nowotwór,NZOZ Glińskiego
1048,Borys,Fogiel,85647854587,"Gdańsk, ul. Kartuska 82",+48 787 853 603,norbert90@example.org,reumatyzm,Miła Przychodnia
1049,Ksawery,Czubaszek,71201889561,"Gdańsk, ul. Świętojańska 145",500 650 409,marianna33@example.net,cukrzyca,Miła Przychodnia
1050,Oliwier,Żurawik,25047802399,"Gdańsk, ul. Długa 97",535 808 379,kornelczapiga@example.net,nadciśnienie,OpoMed
1051,Ernest,Wykręt,35684626736,"Gdańsk, ul. Świętojańska 64",+48 32 398 47 09,alanpaprotny@example.net,nadciśnienie,Miła Przychodnia
1052,Julian,Zajko,10403608880,"Gdańsk, ul. Długa 115",+48 729 986 311,tobiaszdrobniak@example.net,reumatyzm,Miła Przychodnia
1053,Olaf,Cyba,58946878599,"Gdańsk, ul. Mariacka 32",785 734 752,tymoteuszkielbowicz@example.net,cukrzyca,Medovec
1054,Aniela,Fyda,75602253587,"Gdańsk, ul. Wały Jagiellońskie 86",+48 665 421 162,dwilkos@example.org,nadciśnienie,Miła Przychodnia
1055,Cezary,Matyka,37150886977,"Gdańsk, ul. Długa 19",+48 663 738 921,karol25@example.com,cukrzyca,NZOZ Glińskiego
1056,Cyprian,Karpiak,220996672,"Gdańsk, ul. Świętojańska 26",+48 733 220 150,karwotinga@example.com,grypa,Medovec
1057,Anita,Szeszko,21478770409,"Gdańsk, ul. Wały Jagiellońskie 91",666 039 665,akaczan@example.org,nadciśnienie,NZOZ Glińskiego
1058,Justyna,Honkisz,79461680030,"Gdańsk, ul. Wały Jagiellońskie 91",+48 603 838 755,julitafidor@example.com,astma,Medovec
1059,Mateusz,Jażdżyk,21795735022,"Gdańsk, ul. Świętojańska 125",+48 500 160 829,lidia21@example.org,grypa,Miła Przychodnia
1060,Julian,Fogel,57976085996,"Gdańsk, ul. Świętojańska 124",+48 506 041 280,pcydzik@example.net,cukrzyca,OpoMed
1061,Jan,Bobel,27845978558,"Gdańsk, ul. Długa 104",+48 22 866 99 27,wiklotola@example.net,nowotwór,Poradania rodzinna
1062,Eryk,Hejduk,40320792909,"Gdańsk, ul. Wały Jagiellońskie 19",882 942 117,dawid88@example.org,astma,Miła Przychodnia
1063,Przemysław,Moroń,357110427,"Gdańsk, ul. Świętojańska 145",+48 885 041 665,tadychsebastian@example.com,reumatyzm,OpoMed
1064,Emil,Groń,43522434462,"Gdańsk, ul. Kartuska 88",+48 692 241 157,sebastianspolnik@example.org,nadciśnienie,OpoMed
1065,Miłosz,Dąbrowicz,78703407527,"Gdańsk, ul. Mariacka 39",720 150 532,lzwiazek@example.com,nadciśnienie,Poradania rodzinna
1066,Gabriel,Maszczyk,75231207608,"Gdańsk, ul. Wały Jagiellońskie 82",724 583 517,ocyman@example.org,astma,Centrum Medyczne
1067,Kazimierz,Gebauer,69207329605,"Gdańsk, ul. Wały Jagiellońskie 74",792 105 041,bartek30@example.com,zapalenie płuc,NZOZ Glińskiego
1068,Bianka,Wasil,46337081130,"Gdańsk, ul. Długa 36",532 039 562,liwia88@example.org,nowotwór,Miła Przychodnia
1069,Urszula,Marach,12209055988,"Gdańsk, ul. Świętojańska 17",+48 32 083 18 08,bastekewa@example.org,zapalenie płuc,Centrum Medyczne
1070,Kalina,Cierpka,67978528459,"Gdańsk, ul. Wały Jagiellońskie 145",+48 600 347 754,wojtysryszard@example.org,astma,Poradania rodzinna
1071,Mariusz,Jarczyk,78823729039,"Gdańsk, ul. Świętojańska 51",537 502 497,zmozdzierz@example.com,zapalenie płuc,Medovec
1072,Jakub,Buława,95886086314,"Gdańsk, ul. Wały Jagiellońskie 11",+48 729 338 333,anitagosek@example.org,nadciśnienie,OpoMed
1073,Natasza,Wujec,24198093433,"Gdańsk, ul. Kartuska 65",22 502 67 45,damiankudlacz@example.com,zapalenie płuc,Medovec
1074,Agnieszka,Leks,65924730192,"Gdańsk, ul. Wały Jagiellońskie 113",+48 570 248 719,maurycyradke@example.org,choroba serca,NZOZ Glińskiego
1075,Szymon,Miara,494350851,"Gdańsk, ul. Długa 128",532 714 665,filip95@example.net,choroba serca,Medovec
1076,Karol,Korab,20467151681,"Gdańsk, ul. Kartuska 101",32 327 47 64,maciejcalik@example.org,reumatyzm,OpoMed
1077,Antoni,Miękus,91762545205,"Gdańsk, ul. Mariacka 144",+48 788 456 978,dzialamichal@example.net,astma,Miła Przychodnia
1078,Łukasz,Adrian,16624483230,"Gdańsk, ul. Świętojańska 138",+48 506 078 565,osasiadek@example.net,astma,Miła Przychodnia
1079,Igor,Morcinek,29243259112,"Gdańsk, ul. Świętojańska 108",+48 519 280 208,wolkfryderyk@example.com,grypa,Poradania rodzinna
1080,Monika,Bobryk,51365815333,"Gdańsk, ul. Kartuska 108",+48 510 591 121,kalagabriel@example.org,choroba serca,Centrum Medyczne
1081,Adrian,Grębowiec,40039395474,"Gdańsk, ul. Długa 44",530 662 474,bittnernikodem@example.net,choroba serca,Poradania rodzinna
1082,Mikołaj,Fugiel,90671990829,"Gdańsk, ul. Wały Jagiellońskie 101",604 073 872,jerzyfulara@example.com,choroba serca,Poradania rodzinna
1083,Olaf,Dydak,94112087443,"Gdańsk, ul. Wały Jagiellońskie 20",577 695 750,cluberda@example.org,reumatyzm,Miła Przychodnia
1084,Angelika,Jeszka,72719303647,"Gdańsk, ul. Podwale Staromiejskie 49",+48 787 568 658,ejedruszczak@example.org,cukrzyca,Medovec
1085,Lidia,Brodawka,37998592094,"Gdańsk, ul. Świętojańska 41",538 522 381,cyprian65@example.com,astma,Poradania rodzinna
1086,Lidia,Gregorek,41359275667,"Gdańsk, ul. Mariacka 117",668 077 335,lukasz62@example.com,cukrzyca,Miła Przychodnia
1087,Ada,Wawrzyk,24828591203,"Gdańsk, ul. Kartuska 107",734 931 227,powalaandrzej@example.org,cukrzyca,Centrum Medyczne
1088,Norbert,Skalik,84182267823,"Gdańsk, ul. Wały Jagiellońskie 143",692 125 366,kinalgabriel@example.net,choroba serca,Medovec
1089,Julianna,Baumgart,83025331457,"Gdańsk, ul. Podwale Staromiejskie 148",+48 571 558 077,krystian53@example.org,reumatyzm,Poradania rodzinna
1090,Sylwia,Kuk,26343400183,"Gdańsk, ul. Podwale Staromiejskie 147",+48 32 964 95 27,rsliz@example.net,nowotwór,OpoMed
1091,Olgierd,Żal,9350324537,"Gdańsk, ul. Świętojańska 102",+48 518 208 857,bianka26@example.net,nowotwór,Poradania rodzinna
1092,Jan,Sydor,5779731794,"Gdańsk, ul. Kartuska 38",+48 537 328 753,sorbiandaniel@example.org,nowotwór,Medovec
1093,Eryk,Sugier,40400911492,"Gdańsk, ul. Wały Jagiellońskie 81",22 147 44 90,mbakalarczyk@example.org,astma,Miła Przychodnia
1094,Mikołaj,Jargiło,63142840512,"Gdańsk, ul. Długa 86",503 208 310,olgapotok@example.com,nadciśnienie,Centrum Medyczne
1095,Stefan,Buszkiewicz,87353146378,"Gdańsk, ul. Wały Jagiellońskie 126",+48 501 225 772,kornel06@example.com,grypa,OpoMed
1096,Filip,Machoń,16823900373,"Gdańsk, ul. Mariacka 43",+48 516 483 496,ryszardgorol@example.com,zapalenie płuc,Medovec
1097,Anastazja,Semenowicz,82841768196,"Gdańsk, ul. Świętojańska 145",+48 722 586 443,jarochalan@example.com,nadciśnienie,OpoMed
1098,Paweł,Wojsa,58493378741,"Gdańsk, ul. Mariacka 91",572 730 672,majakolga@example.com,astma,NZOZ Glińskiego
1099,Patryk,Prystupa,53441688605,"Gdańsk, ul. Podwale Staromiejskie 129",795 550 237,ignacylesna@example.org,choroba serca,Centrum Medyczne
1100,Sylwia,Winnik,65009398266,"Gdańsk, ul. Długa 135",+48 660 409 259,magierjacek@example.com,nowotwór,Poradania rodzinna
1101,Marcin,Komperda,65281162826,"Gdańsk, ul. Mariacka 78",+48 881 355 017,pyszkaleonard@example.com,nowotwór,Centrum Medyczne
1102,Eryk,Mikłaszewicz,23294665084,"Gdańsk, ul. Mariacka 52",696 471 459,chylaksara@example.org,zapalenie płuc,Poradania rodzinna
1103,Marcel,Kuczak,71484222741,"Gdańsk, ul. Wały Jagiellońskie 104",602 090 641,albertsawko@example.com,nadciśnienie,Poradania rodzinna
1104,Marcel,Kotala,27183124383,"Gdańsk, ul. Mariacka 12",+48 780 038 316,smachon@example.net,grypa,Miła Przychodnia
1105,Konstanty,Bylina,44244578381,"Gdańsk, ul. Długa 55",+48 22 900 24 17,iskierkakornelia@example.com,cukrzyca,Medovec
1106,Maurycy,Znojek,26057406912,"Gdańsk, ul. Mariacka 23",572 386 647,karina28@example.com,grypa,Poradania rodzinna
1107,Mariusz,Kaziród,17314897977,"Gdańsk, ul. Wały Jagiellońskie 89",572 505 612,ahartman@example.net,reumatyzm,OpoMed
1108,Damian,Ochwat,85469709237,"Gdańsk, ul. Kartuska 7",695 350 172,stefan40@example.net,zapalenie płuc,NZOZ Glińskiego
1109,Kazimierz,Majorczyk,61626041784,"Gdańsk, ul. Kartuska 145",+48 516 617 497,mplebanek@example.net,grypa,Miła Przychodnia
1110,Marcelina,Słoka,24344298864,"Gdańsk, ul. Podwale Staromiejskie 79",+48 602 935 138,olaf08@example.org,choroba serca,Miła Przychodnia
1111,Dagmara,Rejek,61818852642,"Gdańsk, ul. Kartuska 54",735 641 530,karalusmaks@example.org,zapalenie płuc,Medovec
1112,Gaja,Kurcz,58583733409,"Gdańsk, ul. Mariacka 142",+48 539 140 139,synakolaf@example.net,astma,Medovec
1113,Wojciech,Samson,54812044239,"Gdańsk, ul. Świętojańska 34",792 546 639,soniawyrwal@example.com,nadciśnienie,Miła Przychodnia
1114,Daniel,Stosio,6415857253,"Gdańsk, ul. Wały Jagiellońskie 28",693 362 130,krystynazywica@example.com,grypa,Medovec
1115,Janina,Samul,95790243264,"Gdańsk, ul. Kartuska 99",+48 571 511 659,maks59@example.net,nowotwór,Miła Przychodnia
1116,Aleks,Bacia,85787639989,"Gdańsk, ul. Podwale Staromiejskie 115",531 015 905,jaszczangelika@example.com,grypa,Poradania rodzinna
1117,Natan,Wiatrak,10902982636,"Gdańsk, ul. Mariacka 108",503 385 184,gcapiga@example.com,reumatyzm,Poradania rodzinna
1118,Lidia,Linke,52515122913,"Gdańsk, ul. Wały Jagiellońskie 95",+48 573 551 440,marcel52@example.net,zapalenie płuc,Poradania rodzinna
1119,Juliusz,Radko,58967139773,"Gdańsk, ul. Świętojańska 59",+48 794 303 748,belzfilip@example.org,astma,OpoMed
1120,Jerzy,Pilipczuk,38484925758,"Gdańsk, ul. Długa 147",+48 32 948 77 47,kajetangeca@example.com,nowotwór,Miła Przychodnia
1121,Jerzy,Handke,12556651159,"Gdańsk, ul. Długa 11",+48 669 946 141,blazej52@example.net,reumatyzm,Poradania rodzinna
1122,Ewa,Łuczka,64140481316,"Gdańsk, ul. Podwale Staromiejskie 139",501 072 026,bartekgolek@example.com,choroba serca,Miła Przychodnia
1123,Ewa,Sorbian,9542562472,"Gdańsk, ul. Świętojańska 108",+48 515 162 707,zfabiszak@example.org,zapalenie płuc,Miła Przychodnia
1124,Emil,Mućka,50575812801,"Gdańsk, ul. Podwale Staromiejskie 14",607 603 570,wbrachaczek@example.net,astma,NZOZ Glińskiego
1125,Janina,Hudzik,68476457426,"Gdańsk, ul. Kartuska 132",+48 578 849 224,piotrsendor@example.com,reumatyzm,Miła Przychodnia
1126,Anna Maria,Słupek,37337057845,"Gdańsk, ul. Kartuska 123",+48 32 653 58 08,mulawaewelina@example.net,astma,Medovec
1127,Kalina,Sklorz,83598909557,"Gdańsk, ul. Podwale Staromiejskie 62",+48 32 210 95 02,tobiaszkolka@example.org,astma,Centrum Medyczne
1128,Kornel,Matejczuk,33457436630,"Gdańsk, ul. Kartuska 61",518 269 026,uhak@example.com,nowotwór,Poradania rodzinna
1129,Dominik,Gorol,60836635644,"Gdańsk, ul. Mariacka 132",+48 512 083 435,xsemenowicz@example.net,cukrzyca,Centrum Medyczne
1130,Witold,Frania,73486631468,"Gdańsk, ul. Długa 11",+48 577 941 588,brunogolon@example.com,grypa,Poradania rodzinna
1131,Adrian,Burkiewicz,79304681956,"Gdańsk, ul. Kartuska 27",+48 516 168 126,blanka05@example.org,nowotwór,Miła Przychodnia
